EventID,Method,RecordNumber,ExtraInfo,P7,ErrorCode,Unknown,Timestamp,Component,CabGuid,User,P10,AnalysisSymbol,P2,AttachedFiles,P4,EventName,P3,Bucket,Context,StorePath,ReportStatus,param1,HashedBucket,CabId,P8,Event,ReportId,BucketType,Stage,RepairTriggerError,param3,Url,P5,Reason,Response,P9,param2,PackageFamily,Operation,Rechecking,P1,MessageText,OperationError,P6,Error
1001,,87,,,,,2026-04-01 16:32:18.496347+00:00,,0,,,,1.3.223.11,,0xa043081c,crashpad_log,CriticalRequestError|unknown,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_MicrosoftEdgeUpd_7541d642bd65f41c97ab6fa4b649cacddb462f_00000000_147adcaf-58ef-422f-8587-2b8d1ed1d9d9,6,,,0,,,147adcaf-58ef-422f-8587-2b8d1ed1d9d9,0,,,,,,,Not available,,,,,0,MicrosoftEdgeUpdate.exe,,,,
1001,,88,,,,,2026-04-01 16:32:18.878799+00:00,,0,,,,146.0.3856.97,,0x220,crashpad_log,EdgeInstallerError|msedge,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_setup.exe_4d9ddccf5c67af39c5e753567f54bfe6706fcd_00000000_d7706e3a-dca4-4751-b0e5-63e41bb5aba6,6,,,0,,,d7706e3a-dca4-4751-b0e5-63e41bb5aba6,0,,,,,,,Not available,,,,,0,setup.exe,,,,
86,GET(453ms),89,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,2026-04-01 16:32:21.294371+00:00,,,,,,,,,,,,Local system,,,,,,,,,,GetCACaps,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 16:32:21 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: ba0d4f41-5b70-44d7-9bdc-77f490ad1528
",,,
86,GET(234ms),90,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,2026-04-01 16:32:21.595459+00:00,,,,,,,,,,,,WORKGROUP\NORMALVM$,,,,,,,,,,GetCACaps,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 16:32:21 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 83facaf2-920b-4cff-833a-b5bc1a36714c
",,,
4097,,91,,,,"<string>CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3</string>
<string>D69B561148F01C77C54578C10926DF5B856976AD</string>
",2026-04-01 16:32:58.001629+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,,92,,,,,2026-04-01 16:32:58.423372+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,,93,,,,"<string>CN=USERTrust ECC Certification Authority, O=The USERTRUST Network, L=Jersey City, S=New Jersey, C=US</string>
<string>D1CBCA5DB2D52A7F693B674DE5F05A1D0C957DF0</string>
",2026-04-01 16:33:01.054394+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,,94,,,,"<string>CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE</string>
<string>B1BC968BD4F49D622AA89A81F2150152A41D829C</string>
",2026-04-01 16:33:01.780930+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,95,,,,"<string>Service stopped</string>
",2026-04-01 16:33:07.196976+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,96,,,,"<string>Service stopped</string>
",2026-04-01 16:33:58.830261+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,97,,,,"<string><explicit></string>
",2026-04-01 16:33:59.303370+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,98,,,,,2026-04-01 16:33:59.343018+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,99,,,,"<string>C:\WINDOWS\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
</string>
",2026-04-01 16:33:59.370682+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
