EventID,RecordNumber,ErrorCode,Timestamp,Component,User,EventName,StorePath,Event,Url,Reason,PackageFamily,Operation,MessageText
86,173,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 17:19:16.109520+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:15 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: e100848d-4667-46bb-b011-31dedb18a198
"
86,174,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 17:19:32.237917+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:26 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 6514e2b6-cf9f-4f76-828c-e9f5cd1aac4f
"
0,175,,2026-04-01 17:20:00.130701+00:00,,,,,,,,,,
16384,176,,2026-04-01 17:20:02.702288+00:00,,,,,,,,,,
903,177,,2026-04-01 17:20:03.095547+00:00,,,,,,,,,,
16394,178,,2026-04-01 17:20:09.515802+00:00,,,,,,,,,,
1,179,,2026-04-01 17:20:16.491661+00:00,,,,,,,,,,
15,180,,2026-04-01 17:20:18.529097+00:00,,,,,,,,,,
16384,181,,2026-04-01 17:20:44.157875+00:00,,,,,,,,,,
256,182,,2026-04-01 17:21:27.302151+00:00,,,,,,,,,,
15,183,,2026-04-01 17:22:26.270248+00:00,,,,,,,,,,
4097,184,,2026-04-01 17:22:26.355322+00:00,,,,,,,,,,
1001,185,,2026-04-01 17:23:37.005581+00:00,,,AppxDeploymentFailureBlue,,,,,,,
16394,186,,2026-04-01 17:23:45.150333+00:00,,,,,,,,,,
1034,187,,2026-04-01 17:23:45.371904+00:00,,,,,,,,,,
1034,188,,2026-04-01 17:23:45.374750+00:00,,,,,,,,,,
16384,189,,2026-04-01 17:24:15.445995+00:00,,,,,,,,,,
2562,190,,2026-04-01 17:25:46.774721+00:00,,,,,,,,,,
2562,191,,2026-04-01 17:26:21.812149+00:00,,,,,,,,,,
2562,192,,2026-04-01 17:26:38.066153+00:00,,,,,,,,,,
2562,193,,2026-04-01 17:26:38.066502+00:00,,,,,,,,,,
2562,194,,2026-04-01 17:26:41.866581+00:00,,,,,,,,,,
2562,195,,2026-04-01 17:26:41.866838+00:00,,,,,,,,,,
1001,196,,2026-04-01 17:26:43.095562+00:00,,,StoreAgentInstallFailure1,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,,,,,,
1001,197,,2026-04-01 17:26:43.105833+00:00,,,StoreAgentInstallFailure1,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,,,,,,
1001,198,,2026-04-01 17:26:51.570543+00:00,,,StoreAgentInstallFailure1,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,,,,,,
2562,199,,2026-04-01 17:27:04.549025+00:00,,,,,,,,,,
2562,200,,2026-04-01 17:27:06.591087+00:00,,,,,,,,,,
1001,201,,2026-04-01 17:27:07.267185+00:00,,,StoreAgentInstallFailure1,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,,,,,,
2562,202,,2026-04-01 17:27:08.653820+00:00,,,,,,,,,,
2562,203,,2026-04-01 17:27:08.654034+00:00,,,,,,,,,,
8224,204,,2026-04-01 17:31:12.488871+00:00,,,,,,,,,,
1531,205,,2026-04-01 18:09:11.456764+00:00,,,,,,,,,,
5615,206,,2026-04-01 18:09:16.033192+00:00,,,,,,,,,,
900,207,,2026-04-01 18:09:25.801413+00:00,,,,,,,,,,
16394,208,,2026-04-01 18:09:25.869919+00:00,,,,,,,,,,
1066,209,,2026-04-01 18:09:25.949215+00:00,,,,,,,,,,
1003,210,,2026-04-01 18:09:25.984123+00:00,,,,,,,,,,
902,211,,2026-04-01 18:09:26.043873+00:00,,,,,,,,,,
1003,212,,2026-04-01 18:09:27.340816+00:00,,,,,,,,,,
8198,213,,2026-04-01 18:09:27.354895+00:00,,,,,,,,,,
86,214,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 18:09:32.588472+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 18:09:32 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: fd013bd1-04f6-44a6-8c46-913f7620c604
"
86,215,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 18:09:32.802769+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 18:09:32 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 672ea153-250f-432f-859a-7032f43e2891
"
16384,216,,2026-04-01 18:09:57.379700+00:00,,,,,,,,,,
903,217,,2026-04-01 18:09:57.607220+00:00,,,,,,,,,,
5611,218,,2026-04-01 18:10:16.101835+00:00,,,,,,,,,,
5617,219,,2026-04-01 18:10:16.751444+00:00,,,,,,,,,,
0,220,,2026-04-01 18:11:22.457342+00:00,,,,,,,,,,
900,221,,2026-04-01 18:11:22.954361+00:00,,,,,,,,,,
16394,222,,2026-04-01 18:11:23.031101+00:00,,,,,,,,,,
1,223,,2026-04-01 18:11:25.178272+00:00,,,,,,,,,,
1003,224,,2026-04-01 18:11:26.539467+00:00,,,,,,,,,,
15,225,,2026-04-01 18:11:27.217386+00:00,,,,,,,,,,
15,226,,2026-04-01 18:11:36.740061+00:00,,,,,,,,,,
16384,227,,2026-04-01 18:11:53.076006+00:00,,,,,,,,,,
6003,228,,2026-04-01 18:12:32.441202+00:00,,,,,,,,,,
6000,229,,2026-04-01 18:12:32.792021+00:00,,,,,,,,,,
