agent\.id,rule\.level,id,full_log,data\.vulnerability\.severity
001,3,1775665463.2162166, , 
001,7,1775665463.2165417, , 
001,7,1775665463.2183807, , 
001,3,1775665464.2203058, , 
001,7,1775665464.2218196, , 
001,7,1775665464.2254200, , 
001,7,1775665464.2270009, , 
001,7,1775665464.2274028, , 
001,7,1775665464.2282236, , 
001,7,1775665464.2289909, , 
001,7,1775665464.2316134, , 
001,7,1775665464.2332485, , 
001,7,1775665464.2340541, , 
001,7,1775665464.2344924, , 
001,7,1775665464.2385304, , 
001,7,1775665464.2397384, , 
001,7,1775665464.2412516, , 
001,7,1775665464.2439025, , 
001,7,1775665465.2483790, , 
001,7,1775665465.2513113, , 
001,7,1775665465.2525615, , 
001,7,1775665465.2528722, , 
001,7,1775665465.2552078, , 
001,7,1775665465.2560239, , 
001,7,1775665465.2563877, , 
001,7,1775665465.2566752, , 
001,7,1775665465.2569762, , 
001,7,1775665465.2573351, , 
001,3,1775665465.2585660, , 
001,7,1775665465.2591165, , 
001,7,1775665465.2595331, , 
001,7,1775665465.2602815, , 
001,3,1775665465.2610909, , 
001,7,1775665465.2655045, , 
001,7,1775665465.2658652, , 
001,7,1775665465.2661996, , 
001,7,1775665465.2677274, , 
001,3,1775665465.2700893, , 
001,7,1775665466.2717084, , 
001,7,1775665466.2728317, , 
001,3,1775665466.2737437, , 
001,7,1775665466.2742601, , 
001,7,1775665466.2748130, , 
001,7,1775665466.2759755, , 
001,7,1775665466.2765733, , 
001,7,1775665466.2772727, , 
001,7,1775665466.2779952, , 
001,7,1775665466.2783895, , 
001,7,1775665466.2796523, , 
001,7,1775665466.2805089, , 
001,7,1775665466.2814120, , 
001,7,1775665466.2842988, , 
001,7,1775665466.2863583, , 
001,7,1775665466.2872070, , 
001,7,1775665466.2882346, , 
001,7,1775665466.2889496, , 
001,7,1775665466.2900509, , 
001,7,1775665466.2905576, , 
001,3,1775665466.2909827, , 
001,7,1775665466.2937683, , 
001,7,1775665466.2942104, , 
001,7,1775665466.2946575, , 
001,3,1775665467.2955308, , 
001,3,1775665467.2971119, , 
001,7,1775665467.2993117, , 
001,3,1775665467.3013778, , 
001,7,1775665467.3022422, , 
001,4,1775666389.5073846, , 
001,3,1775666389.5076564, , 
001,3,1775666390.5092660, , 
001,3,1775666390.5100672, , 
001,3,1775666391.5108668, , 
001,3,1775666391.5116668, , 
001,3,1775666391.5124652, , 
001,3,1775666401.5206611, , 
001,3,1775666403.5222619, , 
001,3,1775666403.5230619, , 
001,4,1775666403.5249431, , 
001,3,1775666403.5263255, , 
001,3,1775666405.5277821, , 
001,3,1775666405.5285764, , 
001,3,1775666376.4932053, , 
001,3,1775666380.4964747, , 
001,3,1775666380.4988011, , 
001,3,1775666382.5004039, , 
001,3,1775666382.5012601, , 
001,3,1775666383.5020669, , 
001,3,1775666385.5028677, , 
001,3,1775666386.5045253, , 
001,3,1775666392.5146942, , 
001,3,1775666393.5148753, , 
001,3,1775666396.5156767, , 
001,3,1775666464.5337220, , 
001,3,1775666465.5360624, , 
001,3,1775666399.5164777, , 
001,3,1775666418.5317546, , 
001,4,1775666440.5323762, , 
001,3,1775666558.5799563, , 
001,3,1775666558.5805651, , 
001,3,1775666558.5819572, , 
001,3,1775666808.5958975, , 
001,3,1775666808.5971061, , 
001,3,1775666810.5993589, , 
001,3,1775666586.5874315, , 
001,3,1775666588.5880784, , 
001,3,1775666595.5894738, , 
001,3,1775666812.6014075, , 
001,3,1775666561.5827441, , 
001,3,1775666565.5853497, , 
001,4,1775666773.5917571, , 
001,4,1775666773.5941415, , 
001,4,1775666680.5914853, , 
001,3,1775668051.6639502, , 
001,4,1775668052.6651576, , 
001,3,1775668054.6661068, , 
001,3,1775668054.6666706, , 
001,3,1775668075.6756949, , 
001,4,1775667969.6585793, , 
001,3,1775667969.6588509, , 
001,3,1775668047.6621330, , 
001,3,1775668047.6627500, , 
001,3,1775667987.6606355, , 
001,3,1775668084.6794373, , 
001,3,1775667944.6574606, , 
001,3,1775667858.6503386, , 
001,4,1775667933.6523916, , 
001,4,1775668534.7013399, , 
001,3,1775668534.7019091, , 
001,4,1775668535.7030015, , 
001,3,1775668535.7055901, , 
001,4,1775668536.7081219, , 
001,4,1775668477.6940521, , 
001,3,1775668477.6943237, , 
001,3,1775668477.6949435, , 
001,3,1775668478.6964301, , 
001,4,1775668506.6970253, , 
001,4,1775668506.6973099, , 
001,4,1775668507.6975945, , 
001,3,1775668511.7004725, , 
001,3,1775668177.6830803, , 
001,3,1775668086.6803259, , 
001,3,1775668087.6809425, , 
001,3,1775668374.6895611, , 
001,3,1775668371.6880061, , 
001,3,1775668397.6903605, , 
001,4,1775668306.6865708, , 
001,3,1775665294.150287, , 
001,3,1775665294.162073, , 
001,3,1775665298.174012, , 
001,4,1775665298.194730, , 
001,3,1775665245.13067,ossec: Agent started: 'Normal->any'., 
001,3,1775665247.25346, , 
001,3,1775665247.30970, , 
001,3,1775665247.43159, , 
001,3,1775665247.49399,ossec: Agent stopped: 'Normal->any'., 
001,4,1775665265.64907, , 
001,3,1775665266.79179, , 
001,3,1775665266.85375, , 
001,4,1775665267.91182, , 
001,3,1775665276.124309, , 
001,3,1775665314.236645, , 
001,5,1775665322.331838, , 
000,7,1775664924.1615,"ossec: output: 'netstat listening ports':
tcp 0.0.0.0:22 0.0.0.0:* /usr
tcp6 :::22 :::* /usr
udp 192.168.80.142:68 0.0.0.0:* 3736/systemd-networ
udp 127.0.0.1:323 0.0.0.0:* 3161/chronyd
udp6 ::1:323 :::* 3161/chronyd
tcp 0.0.0.0:1514 0.0.0.0:* 4408/wazuh-remoted
tcp 0.0.0.0:1515 0.0.0.0:* 4307/wazuh-authd
tcp6 127.0.0.1:9200 :::* 3797/java
tcp6 127.0.0.1:9300 :::* 3797/java
tcp 0.0.0.0:55000 0.0.0.0:* 4257/python3
tcp6 :::55000 :::* 4257/python3", 
000,3,1775664930.3245,"type=AVC msg=audit(1775664929.075:231): avc:  denied  { open } for  pid=1 comm=""systemd"" path=""/etc/systemd/system/wazuh-starter.service"" dev=""sda1"" ino=1805067 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1", 
000,10,1775664793.1033,"type=DAEMON_END msg=audit(1775664792.181:493): op=terminate auid=0 uid=0 ses=4294967295 pid=1 subj=system_u:system_r:init_t:s0 res=successAUID=""root"" UID=""root""", 
000,3,1775664958.4725,"type=AVC msg=audit(1775664957.614:237): avc:  denied  { read } for  pid=5633 comm=""passwd"" path=""/var/ossec/tmp/vd_1.0.0_vd_4.13.0.tar.xz"" dev=""sda1"" ino=4025514 scontext=system_u:system_r:passwd_t:s0 tcontext=system_u:object_r:var_t:s0 tclass=file permissive=1", 
001,3,1775665260.49722,ossec: Agent started: 'Normal->any'., 
001,3,1775665317.254469, , 
001,4,1775665317.262798, , 
001,3,1775665318.278485, , 
001,4,1775665318.288303, , 
001,3,1775665318.291269, , 
001,4,1775665319.313467, , 
001,7,1775665467.3039631, , 
001,3,1775665467.3043212, , 
001,3,1775665467.3048397, , 
001,3,1775665467.3059563, , 
001,3,1775665467.3066574, , 
001,7,1775665467.3072529, , 
001,3,1775665449.510655, , 
001,3,1775665449.516902, , 
001,3,1775665451.540646, , 
001,3,1775665451.546507, , 
001,3,1775665452.579779, , 
001,3,1775665452.591270, , 
001,3,1775665452.597142, , 
001,3,1775665452.602777, , 
001,3,1775665453.619880, , 
001,3,1775665453.670991, , 
001,3,1775665453.676681, , 
001,3,1775665453.682338, , 
001,3,1775665453.688032, , 
001,3,1775665453.693689, , 
001,3,1775665453.704988, , 
001,3,1775665453.722011, , 
001,3,1775665453.727666, , 
001,3,1775665453.756028, , 
001,3,1775665454.773066, , 
001,3,1775665454.778762, , 
001,3,1775665454.795776, , 
001,3,1775665454.824314, , 
001,3,1775665454.869746, , 
001,3,1775665454.875397, , 
001,3,1775665454.892492, , 
001,3,1775665424.440217, , 
001,3,1775665424.445767, , 
001,4,1775665425.457805, , 
001,3,1775665425.460524, , 
001,3,1775665368.398960, , 
001,3,1775665384.407079, , 
001,3,1775665458.927343, , 
001,4,1775665353.384613, , 
001,3,1775665341.345448, , 
001,4,1775665491.3092121, , 
001,3,1775665491.3094837, , 
001,9,1775665492.3121833, , 
001,3,1775665666.3254646, , 
001,3,1775665672.3280219, , 
001,3,1775665561.3145503, , 
001,4,1775665561.3164387, , 
001,3,1775665565.3167103, , 
001,3,1775665567.3173527, , 
001,3,1775665675.3306613, , 
001,3,1775665677.3312377, , 
001,3,1775665656.3248884, , 
001,3,1775665609.3209328, , 
001,9,1775665474.3090258, , 
001,3,1775665596.3196082,ossec: Agent stopped: 'Normal->any'., 
001,3,1775665689.3433479, , 
001,3,1775665690.3439245, , 
001,3,1775665690.3455896, , 
001,3,1775665690.3478390, , 
001,3,1775665690.3484026, , 
001,3,1775665690.3489899, , 
001,3,1775665690.3506904, , 
001,3,1775665690.3512645, , 
001,3,1775665690.3523953, , 
001,3,1775665690.3529682, , 
001,3,1775665690.3535403, , 
001,3,1775665690.3541055, , 
001,3,1775665691.3575139, , 
001,3,1775665691.3580795, , 
001,3,1775665691.3597752, , 
001,3,1775665691.3620450, , 
001,3,1775665691.3654538, , 
001,3,1775665691.3660192, , 
001,3,1775665691.3688560, , 
001,3,1775665691.3694303, , 
001,3,1775665691.3722763, , 
001,3,1775665691.3751183, , 
001,3,1775665691.3773938, , 
001,4,1775665679.3318562, , 
001,3,1775665680.3320798, , 
001,3,1775665681.3338651, , 
001,3,1775665683.3346736, , 
001,3,1775665683.3353000, , 
001,3,1775665683.3358768, , 
001,3,1775665684.3373105, , 
001,3,1775665684.3378867, , 
001,3,1775665686.3393186, , 
001,3,1775665686.3398952, , 
001,4,1775665686.3404803, , 
001,3,1775665689.3427116, , 
001,3,1775665696.3802330, , 
001,7,1775665696.3831000, , 
001,3,1775665865.3884179, , 
001,3,1775665865.3889795, , 
001,3,1775665868.3913478, , 
001,3,1775665870.3924840, , 
001,3,1775665849.3866443, , 
001,3,1775665863.3878565, , 
001,5,1775665759.3844789, , 
001,4,1775666246.4270252, , 
001,4,1775666246.4287470, , 
001,4,1775666247.4301840, , 
001,3,1775666248.4312760, , 
001,4,1775666230.4217388, , 
001,4,1775666230.4223084, , 
001,3,1775666230.4246124, , 
001,3,1775665999.4013664, , 
001,3,1775665999.4019902, , 
001,3,1775665978.4000738, , 
001,3,1775666053.4115081, , 
001,3,1775666014.4051550, , 
001,3,1775665942.3962205, , 
001,3,1775666078.4140277, , 
001,3,1775665898.3936396, , 
001,3,1775666343.4642324, , 
001,3,1775666344.4658215, , 
001,3,1775666344.4673091, , 
001,3,1775666344.4690213, , 
001,3,1775666344.4698775, , 
001,3,1775666344.4707333, , 
001,3,1775666348.4774519, , 
001,5,1775666320.4468808, , 
001,3,1775666320.4471271, , 
001,3,1775666320.4484293, , 
001,4,1775666321.4499123, , 
001,3,1775666324.4513767, , 
001,3,1775666325.4541986, , 
001,3,1775666325.4558244, , 
001,3,1775666256.4369028, , 
001,3,1775666256.4374605, , 
001,3,1775666257.4382238, , 
001,3,1775666257.4389967, , 
001,3,1775666258.4403283, , 
001,3,1775666371.4867262, , 
001,3,1775666375.4887824, , 
001,3,1775666375.4916180, , 
001,3,1775666370.4838313, , 
001,3,1775666371.4846317, , 
001,3,1775666327.4603391, , 
001,3,1775666331.4619158, , 
001,3,1775666315.4460622, , 
001,3,1775666251.4346278, , 
001,3,1775666331.4630608, , 
001,3,1775666545.5725080, , 
001,3,1775666545.5731436, , 
001,3,1775666545.5739617, , 
001,3,1775666546.5745817, , 
001,3,1775666549.5754597, , 
001,3,1775666478.5455006, , 
001,3,1775666480.5463026, , 
001,3,1775666481.5487068, , 
001,3,1775666475.5406916, , 
001,3,1775666476.5422950, , 
001,3,1775666478.5446990, , 
001,3,1775666487.5565308, , 
001,3,1775666490.5597364, , 
001,3,1775666492.5605376, , 
001,3,1775666493.5637430, , 
001,3,1775666495.5653454, , 
001,3,1775666497.5685504, , 
001,3,1775666484.5527190, , 
001,3,1775666484.5535206, , 
001,3,1775666503.5696236, , 
001,4,1775666506.5705222, , 
001,3,1775666540.5718912, , 
001,3,1775666549.5760767, , 
001,4,1775667403.6106300, , 
001,4,1775667404.6148272, , 
001,3,1775667404.6159788, , 
001,4,1775667405.6174626, , 
001,3,1775666832.6025661, , 
001,3,1775667319.6087456, , 
001,3,1775666919.6043237, , 
001,3,1775666991.6056383, , 
001,3,1775666991.6061848, , 
001,3,1775667445.6203414, , 
001,3,1775667448.6209478, , 
001,3,1775667463.6233846, , 
001,4,1775667418.6189038, , 
001,3,1775667819.6462325, , 
001,3,1775667819.6471506, , 
001,4,1775667726.6387665, , 
001,3,1775667726.6402503, , 
001,3,1775667772.6441515, , 
001,4,1775667778.6452961, , 
001,3,1775667778.6455679, , 
001,3,1775667731.6427509, , 
001,3,1775667521.6285387, , 
001,3,1775667536.6326993, , 
001,3,1775667541.6344409, , 
001,3,1775667755.6439939, , 
001,4,1775668861.7207840, , 
001,4,1775668861.7213536, , 
001,3,1775668862.7216384, , 
001,3,1775668866.7233776, , 
001,4,1775668786.7149925, , 
001,3,1775668786.7158815, , 
001,3,1775668791.7173975, , 
001,3,1775668874.7292580, , 
001,4,1775668874.7299428, , 
001,3,1775668876.7302148, , 
001,3,1775668879.7308212, , 
001,3,1775668551.7092911, , 
001,3,1775668553.7098692, , 
001,3,1775668835.7191971, , 
001,3,1775668792.7185995, , 
001,4,1775668883.7351166, , 
001,3,1775668702.7142052, , 
001,3,1775668940.7458375, , 
001,3,1775668942.7476851, , 
001,4,1775668942.7483501, , 
001,4,1775669174.7612697, , 
001,3,1775669175.7618389, , 
001,3,1775669128.7571423, , 
001,3,1775669128.7580190, , 
001,3,1775669131.7597875, , 
001,3,1775669131.7606646, , 
001,3,1775668920.7412615, , 
001,3,1775669070.7537255, , 
001,3,1775669071.7545631, , 
001,3,1775668960.7486219, , 
001,4,1775669037.7501651, , 
001,4,1775669196.7650373, , 
001,4,1775670458.8093044, , 
001,4,1775670420.8064254, , 
001,4,1775670421.8078672, , 
001,3,1775670421.8081520, , 
001,3,1775670290.8023257, , 
001,3,1775665458.933296, , 
001,3,1775665458.947763, , 
001,7,1775665458.980022, , 
001,7,1775665458.986491, , 
001,3,1775665458.990244, , 
001,3,1775665458.994860, , 
001,7,1775665458.999918, , 
001,7,1775665458.1004510, , 
001,7,1775665458.1007721, , 
001,7,1775665458.1020228, , 
001,3,1775665459.1088257, , 
001,7,1775665459.1092233, , 
001,3,1775665459.1113124, , 
001,7,1775665459.1141927, , 
001,3,1775665459.1149390, , 
001,3,1775665459.1170814, , 
001,7,1775665459.1202159, , 
001,3,1775665459.1278609, , 
001,7,1775665459.1295024, , 
001,3,1775665460.1301656, , 
001,7,1775665460.1321033, , 
001,7,1775665460.1364986, , 
001,7,1775665460.1367879, , 
001,3,1775665460.1374344, , 
001,3,1775665460.1376983, , 
001,7,1775665460.1379796, , 
001,7,1775665460.1393472, , 
001,7,1775665460.1403720, , 
001,7,1775665460.1410128, , 
001,7,1775665460.1416058, , 
001,7,1775665460.1422728, , 
001,7,1775665460.1430641, , 
001,3,1775665460.1446607, , 
001,7,1775665460.1454646, , 
001,7,1775665460.1459478, , 
001,3,1775665460.1470729, , 
001,7,1775665460.1482579, , 
001,7,1775665461.1491276, , 
001,7,1775665461.1495519, , 
001,3,1775665461.1503837, , 
001,7,1775665461.1511205, , 
001,7,1775665461.1527130, , 
001,3,1775665461.1559159, , 
001,3,1775665461.1573927, , 
001,3,1775665461.1582601, , 
001,7,1775665461.1585973, , 
001,7,1775665461.1597407, , 
001,3,1775665461.1601855, , 
001,7,1775665461.1610149, , 
001,3,1775665461.1642935, , 
001,7,1775665461.1658187, , 
001,3,1775665461.1702635, , 
001,7,1775665462.1731696, , 
001,3,1775665462.1746114, , 
001,7,1775665462.1785509, , 
001,7,1775665462.1798809, , 
001,7,1775665462.1834411, , 
001,7,1775665462.1842311, , 
001,7,1775665462.1859286, , 
001,7,1775665462.1862865, , 
001,7,1775665462.1866106, , 
001,7,1775665462.1876814, , 
001,3,1775665462.1881548, , 
001,7,1775665462.1887505, , 
001,7,1775665462.1897433, , 
001,3,1775665462.1900490, , 
001,7,1775665462.1925723, , 
001,7,1775665463.1930761, , 
001,7,1775665463.1941311, , 
001,7,1775665463.1962316, , 
001,7,1775665463.1969041, , 
001,7,1775665463.1987868, , 
001,7,1775665463.1992340, , 
001,7,1775665463.1997797, , 
001,7,1775665463.2017799, , 
001,7,1775665463.2025124, , 
001,7,1775665463.2029299, , 
001,7,1775665463.2032941, , 
001,7,1775665463.2049514, , 
001,7,1775665463.2057036, , 
001,7,1775665463.2068649, , 
001,7,1775665463.2100345, , 
001,7,1775665463.2128485, , 
001,7,1775665463.2143997, , 
001,7,1775665463.2148637, , 
001,3,1775665463.2176174, , 
001,7,1775665463.2180959, , 
001,7,1775665464.2187435, , 
001,7,1775665464.2195403, , 
001,3,1775665464.2199743, , 
001,3,1775665464.2206373, , 
001,7,1775665464.2214121, , 
001,7,1775665464.2236681, , 
001,3,1775665464.2240203, , 
001,7,1775665464.2258133, , 
001,7,1775665464.2305318, , 
001,7,1775665464.2336495, , 
001,7,1775665464.2349340, , 
001,7,1775665464.2363403, , 
001,7,1775665464.2379691, , 
001,7,1775665464.2423155, , 
001,7,1775665464.2428126, , 
001,7,1775665464.2448986, , 
001,7,1775665465.2462301, , 
001,7,1775665465.2472618, , 
001,7,1775665465.2504640, , 
001,7,1775665465.2508700, , 
001,7,1775665465.2521357, , 
001,7,1775665465.2542505, , 
001,3,1775665465.2545574, , 
001,7,1775665465.2580859, , 
001,7,1775665465.2599281, , 
001,3,1775665465.2606834, , 
001,7,1775665465.2614954, , 
001,3,1775665465.2650858, , 
001,7,1775665465.2692522, , 
001,7,1775665465.2696817, , 
001,3,1775665466.2713291, , 
001,3,1775665466.2720257, , 
001,7,1775665466.2732725, , 
001,7,1775665466.2789162, , 
001,7,1775665466.2818527, , 
001,7,1775665466.2833974, , 
001,7,1775665466.2838726, , 
001,7,1775665466.2879184, , 
001,3,1775665466.2885678, , 
001,7,1775665466.2896247, , 
001,7,1775665466.2913315, , 
001,7,1775665466.2916623, , 
001,7,1775665466.2924455, , 
001,7,1775665466.2928744, , 
001,7,1775665467.2951623, , 
001,7,1775665467.2959456, , 
001,3,1775665467.2966130, , 
001,3,1775665467.2975625, , 
001,7,1775665467.2984167, , 
001,3,1775665467.3001079, , 
001,7,1775665467.3005126, , 
001,3,1775665467.3009367, , 
001,3,1775666320.4476875, , 
001,3,1775666321.4492473, , 
001,3,1775666325.4527992, , 
001,3,1775666325.4533962, , 
001,3,1775666325.4550218, , 
001,3,1775666325.4575156, , 
001,3,1775666325.4583606, , 
001,3,1775666343.4636270, , 
001,3,1775666344.4724453, , 
001,3,1775666345.4733007, , 
001,3,1775666345.4739281, , 
001,3,1775666348.4766778, , 
001,3,1775666246.4275948, , 
001,4,1775666246.4284624, , 
001,4,1775666247.4298992, , 
001,3,1775666248.4320856, , 
001,3,1775666249.4329528, , 
001,3,1775666255.4352188, , 
001,3,1775666256.4363304, , 
001,3,1775666258.4409373, , 
001,3,1775666258.4417244, , 
001,3,1775666258.4423302, , 
001,3,1775666327.4605198, , 
001,3,1775666331.4613264, , 
001,4,1775666251.4337522, , 
001,3,1775666251.4340368, , 
001,3,1775666239.4251988, , 
001,3,1775666242.4258802, , 
001,3,1775666266.4431177, , 
001,3,1775666331.4624928, , 
001,3,1775666773.5920287, , 
001,4,1775666773.5926545, , 
001,3,1775666773.5935459, , 
001,3,1775666773.5944131, , 
001,3,1775666556.5772318, , 
001,3,1775666557.5779866, , 
001,3,1775666558.5785750, , 
001,3,1775666562.5835811, , 
001,4,1775666562.5844782, , 
001,4,1775666562.5847687, , 
001,3,1775666810.5999149, , 
001,3,1775666810.6007903, , 
001,3,1775666595.5886742, , 
001,3,1775666809.5976782, , 
001,3,1775666960.6050779, , 
001,4,1775666586.5865429, , 
001,3,1775666841.6041661, , 
001,3,1775667940.6538326, , 
001,4,1775667940.6551570, , 
001,4,1775667940.6554416, , 
001,3,1775667941.6565934, , 
001,4,1775667726.6384949, , 
001,3,1775667726.6396547, , 
001,3,1775667727.6413795, , 
001,3,1775668050.6633452, , 
001,3,1775668052.6645568, , 
001,3,1775668053.6654292, , 
001,3,1775667846.6490576, , 
001,3,1775667846.6497404, , 
001,3,1775667933.6529608, , 
001,3,1775667730.6419513, , 
001,3,1775667820.6478405, , 
001,3,1775667916.6518034, , 
001,3,1775667969.6580330, , 
001,4,1775668534.7016245, , 
001,4,1775668534.7027169, , 
001,4,1775668535.7032861, , 
001,4,1775668535.7035707, , 
001,3,1775668535.7038553, , 
001,3,1775668535.7047225, , 
001,4,1775668861.7204992, , 
001,3,1775668862.7225100, , 
001,4,1775668866.7240600, , 
001,4,1775668866.7243446, , 
001,3,1775668868.7261042, , 
001,3,1775668551.7086657, , 
001,3,1775668786.7143863, , 
001,3,1775668791.7180039, , 
001,3,1775668874.7277062, , 
001,3,1775668608.7130392, , 
001,3,1775668840.7199527, , 
001,4,1775669175.7615543, , 
001,4,1775669175.7627097, , 
001,3,1775669175.7632789, , 
001,4,1775669176.7641463, , 
001,3,1775669131.7588959, , 
001,4,1775669131.7595159, , 
001,4,1775669131.7603930, , 
001,3,1775669196.7653091, , 
001,3,1775669196.7659263, , 
001,3,1775669239.7756711, , 
001,3,1775669240.7763051, , 
001,3,1775669204.7672666, , 
001,3,1775669109.7562511, , 
001,3,1775669253.7771417, , 
001,3,1775669210.7705257, , 
001,4,1775669212.7716981, , 
001,3,1775669261.7783653, , 
001,4,1775669262.7789593, , 
001,3,1775669262.7805035, , 
001,4,1775669667.7900170, , 
001,3,1775669667.7902986, , 
001,3,1775670158.7981548, , 
001,3,1775670158.7987488, , 
001,3,1775670158.8009324, , 
001,4,1775669405.7849696, , 
001,3,1775669405.7852412, , 
001,3,1775669283.7822282, , 
001,3,1775669839.7968744, , 
001,3,1775669312.7835944, , 
001,3,1775669650.7885232, , 
001,3,1775670051.7975574, , 
001,4,1775665317.251380, , 
001,3,1775665317.265766, , 
001,4,1775665317.275519, , 
001,3,1775665319.316433, , 
001,3,1775665448.492969, , 
001,3,1775665450.528523, , 
001,3,1775665451.563149, , 
001,3,1775665452.574274, , 
001,3,1775665452.614140, , 
001,3,1775665453.625535, , 
001,3,1775665453.636910, , 
001,3,1775665453.642626, , 
001,3,1775665453.648277, , 
001,3,1775665453.653987, , 
001,3,1775665453.659644, , 
001,3,1775665453.665338, , 
001,3,1775665453.710634, , 
001,3,1775665453.716283, , 
001,3,1775665453.733346, , 
001,3,1775665453.739001, , 
001,3,1775665453.750360, , 
001,3,1775665453.761683, , 
001,3,1775665454.784417, , 
001,3,1775665454.801516, , 
001,3,1775665454.807171, , 
001,3,1775665454.829965, , 
001,3,1775665454.835697, , 
001,3,1775665454.847068, , 
001,3,1775665454.852719, , 
001,3,1775665454.858395, , 
001,3,1775665454.881109, , 
001,3,1775665454.886764, , 
001,3,1775665454.898143, , 
001,3,1775665353.347254, , 
001,3,1775665353.368940, , 
001,4,1775665353.375579, , 
001,3,1775665458.909482, , 
001,3,1775665458.915437, , 
001,3,1775665425.451345, , 
001,3,1775665421.428063, , 
001,3,1775665427.471751, , 
001,3,1775665437.480841, , 
001,3,1775665362.393097, , 
001,3,1775665337.339683, , 
001,4,1775665265.62063, , 
001,3,1775665265.67751, , 
001,4,1775665268.96874, , 
001,4,1775665275.112929, , 
001,3,1775665276.115646, , 
001,4,1775665314.221478, , 
001,3,1775665315.245123, , 
001,3,1775665260.50043, , 
001,3,1775665261.56297, , 
001,4,1775665295.171165, , 
001,4,1775665298.192015, , 
000,3,1775665269.109215, , 
000,7,1775665001.11580, , 
