EventID,AppVersion,ModulePath,RecordNumber,AppPath,AppName,ErrorCode,Timestamp,Component,User,EventName,ProcessId,StorePath,ModuleVersion,Event,Url,PackageFullName,Reason,PackageFamily,Operation,MessageText,ProcessCreationTime,ModuleName
5615,,,151,,,,2026-04-01 17:17:48.143843+00:00,,,,,,,,,,,,,,,
6003,,,152,,,,2026-04-01 17:17:51.032452+00:00,,,,,,,,,,,,,,,
6000,,,153,,,,2026-04-01 17:17:51.372316+00:00,,,,,,,,,,,,,,,
900,,,154,,,,2026-04-01 17:17:53.265373+00:00,,,,,,,,,,,,,,,
16394,,,155,,,,2026-04-01 17:17:53.689659+00:00,,,,,,,,,,,,,,,
1066,,,156,,,,2026-04-01 17:17:54.305897+00:00,,,,,,,,,,,,,,,
1003,,,157,,,,2026-04-01 17:17:54.373623+00:00,,,,,,,,,,,,,,,
902,,,158,,,,2026-04-01 17:17:54.613213+00:00,,,,,,,,,,,,,,,
16388,,,159,,,,2026-04-01 17:18:01.053923+00:00,,,,,,,,,,,,,,,
1003,,,160,,,,2026-04-01 17:18:08.798828+00:00,,,,,,,,,,,,,,,
5611,,,161,,,,2026-04-01 17:18:20.942625+00:00,,,,,,,,,,,,,,,
5617,,,162,,,,2026-04-01 17:18:23.226330+00:00,,,,,,,,,,,,,,,
1,,,163,,,,2026-04-01 17:18:24.812721+00:00,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,,,,,,,,,,
1,,,164,,,,2026-04-01 17:18:24.998314+00:00,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,,,,,,,,,,
8230,,,165,,,,2026-04-01 17:18:31.228558+00:00,,,,,,,,,,,,,,,
1003,,,166,,,,2026-04-01 17:18:33.595781+00:00,,,,,,,,,,,,,,,
1003,,,167,,,,2026-04-01 17:18:33.617966+00:00,,,,,,,,,,,,,,,
1003,,,168,,,,2026-04-01 17:18:33.647331+00:00,,,,,,,,,,,,,,,
8198,,,169,,,,2026-04-01 17:18:33.663181+00:00,,,,,,,,,,,,,,,
1001,,,170,,,,2026-04-01 17:18:46.482775+00:00,,,crashpad_log,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_MicrosoftEdgeUpd_7541d642bd65f41c97ab6fa4b649cacddb462f_00000000_147adcaf-58ef-422f-8587-2b8d1ed1d9d9,,,,,,,,,,
1001,,,171,,,,2026-04-01 17:18:58.583103+00:00,,,crashpad_log,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_setup.exe_4d9ddccf5c67af39c5e753567f54bfe6706fcd_00000000_d7706e3a-dca4-4751-b0e5-63e41bb5aba6,,,,,,,,,,
2562,,,172,,,,2026-04-01 17:19:14.879072+00:00,,,,,,,,,,,,,,,
86,,,173,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 17:19:16.109520+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:15 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: e100848d-4667-46bb-b011-31dedb18a198
",,
86,,,174,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 17:19:32.237917+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:26 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 6514e2b6-cf9f-4f76-828c-e9f5cd1aac4f
",,
0,,,175,,,,2026-04-01 17:20:00.130701+00:00,,,,,,,,,,,,,,,
16384,,,176,,,,2026-04-01 17:20:02.702288+00:00,,,,,,,,,,,,,,,
903,,,177,,,,2026-04-01 17:20:03.095547+00:00,,,,,,,,,,,,,,,
16394,,,178,,,,2026-04-01 17:20:09.515802+00:00,,,,,,,,,,,,,,,
1,,,179,,,,2026-04-01 17:20:16.491661+00:00,,,,,,,,,,,,,,,
15,,,180,,,,2026-04-01 17:20:18.529097+00:00,,,,,,,,,,,,,,,
16384,,,181,,,,2026-04-01 17:20:44.157875+00:00,,,,,,,,,,,,,,,
256,,,182,,,,2026-04-01 17:21:27.302151+00:00,,,,,,,,,,,,,,,
15,,,183,,,,2026-04-01 17:22:26.270248+00:00,,,,,,,,,,,,,,,
4097,,,184,,,,2026-04-01 17:22:26.355322+00:00,,,,,,,,,,,,,,,
1001,,,185,,,,2026-04-01 17:23:37.005581+00:00,,,AppxDeploymentFailureBlue,,,,,,,,,,,,
16394,,,186,,,,2026-04-01 17:23:45.150333+00:00,,,,,,,,,,,,,,,
1034,,,187,,,,2026-04-01 17:23:45.371904+00:00,,,,,,,,,,,,,,,
1034,,,188,,,,2026-04-01 17:23:45.374750+00:00,,,,,,,,,,,,,,,
16384,,,189,,,,2026-04-01 17:24:15.445995+00:00,,,,,,,,,,,,,,,
2562,,,190,,,,2026-04-01 17:25:46.774721+00:00,,,,,,,,,,,,,,,
2562,,,191,,,,2026-04-01 17:26:21.812149+00:00,,,,,,,,,,,,,,,
2562,,,192,,,,2026-04-01 17:26:38.066153+00:00,,,,,,,,,,,,,,,
2562,,,193,,,,2026-04-01 17:26:38.066502+00:00,,,,,,,,,,,,,,,
2562,,,194,,,,2026-04-01 17:26:41.866581+00:00,,,,,,,,,,,,,,,
2562,,,195,,,,2026-04-01 17:26:41.866838+00:00,,,,,,,,,,,,,,,
1001,,,196,,,,2026-04-01 17:26:43.095562+00:00,,,StoreAgentInstallFailure1,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,,,,,,,,,,
1001,,,197,,,,2026-04-01 17:26:43.105833+00:00,,,StoreAgentInstallFailure1,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,,,,,,,,,,
1001,,,198,,,,2026-04-01 17:26:51.570543+00:00,,,StoreAgentInstallFailure1,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,,,,,,,,,,
