LogonType,VirtualAccount,Resource,TargetProcessName,SidHistory,TargetName,TargetInfo,MasterKeyId,FailureReason,KeyType,TargetOutboundDomainName,NewUacValue,Schema,EventCountTotal,EnabledPrivilegeList,Status,ClientCreationTime,CallerProcessId,ProcessName,RecordNumber,SessionId,SchemaFriendlyName,NewProcessName,PasswordLastSet,OldUacValue,CountOfCredentialsReturned,LmPackageName,UserParameters,DisabledPrivilegeList,UserWorkstations,AuthenticationPackageName,CryptoAlgorithms,TargetSid,VsmLaunchType,ReadOperation,LogonGuid,TargetOutboundUserName,LoadOptions,EventID,TargetDomainName,TargetServerName,AlgorithmName,LogonProcessName,Timestamp,DisplayName,HomePath,VendorIds,UserAccountControl,TargetUserSid,NewProcessId,TargetProcessId,SubjectUserName,EventIdx,Type,TokenElevationType,KernelDebug,SubjectDomainName,AllowedToDelegateTo,ProcessCreationTime,DataDescription,TestSigning,PrivilegeList,PackageSid,ProtectedDataFlags,FlightSigning,KeyFilePath,AdvancedOptions,TargetLinkedLogonId,RestrictedAdminMode,RemoteCredentialGuard,SubjectLogonId,UserPrincipalName,PuaPolicyId,Identity,HomeDirectory,ElevatedToken,DeviceDescription,Operation,PuaCount,TargetUserName,HypervisorLoadOptions,SubjectUserSid,TargetLogonId,MandatoryLabel,ProcessId,TransmittedServices,SamAccountName,ScriptPath,ClientProcessId,KeyLength,ImpersonationLevel,DisableIntegrityChecks,GroupMembership,CompatibleIds,IpAddress,DeviceId,RemoteEventLogging,HypervisorDebug,PrimaryGroupId,HypervisorLaunchType,TargetLogonGuid,ProviderName,CallerProcessName,Flags,Dummy,WorkstationName,ParentProcessName,AccountExpires,LogonHours,ClassId,IpPort,ReturnCode,ClassName,KeyName,CommandLine,ProfilePath,LocationInformation,ConfigAccessPolicy
,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,4902,,,,,2026-04-18 16:59:59.774725+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x000000000000d6f1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,localhost,,,,,,,,,,,,C:\Windows\System32\wininit.exe,20,,,,,,,,,,,,,,,,{00000000-0000-0000-0000-000000000000},,,4648,Font Driver Host,localhost,,,2026-04-18 16:59:59.870916+00:00,,,,,,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-0,,S-1-5-18,,,0x0000000000000268,,,,,,,,,,-,,,,,,{00000000-0000-0000-0000-000000000000},,,,,,,,,,-,,,,,,,
2,%%1842,,,,,,,,,-,,,,,,,,C:\Windows\System32\wininit.exe,21,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,Font Driver Host,,,Advapi  ,2026-04-18 16:59:59.870939+00:00,,,,,S-1-5-96-0-0,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000000000,-,-,0x00000000000003e7,,,,,%%1843,,,,UMFD-0,,S-1-5-18,0x000000000000d8bf,,0x0000000000000268,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
2,,,,,,,,,,,,,1,,,,,,22,,,,,,,,,,,,,,,,,,,4627,Font Driver Host,,,,2026-04-18 16:59:59.870966+00:00,,,,,S-1-5-96-0-0,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-0,,S-1-5-18,0x000000000000d8bf,,,,,,,,,,"
		%{S-1-16-8192}
		%{S-1-1-0}
		%{S-1-5-32-545}
		%{S-1-5-4}
		%{S-1-5-11}
		%{S-1-5-15}
		%{S-1-5-96-0}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,localhost,,,,,,,,,,,,C:\Windows\System32\winlogon.exe,23,,,,,,,,,,,,,,,,{00000000-0000-0000-0000-000000000000},,,4648,Font Driver Host,localhost,,,2026-04-18 16:59:59.873075+00:00,,,,,,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-1,,S-1-5-18,,,0x00000000000002a0,,,,,,,,,,-,,,,,,{00000000-0000-0000-0000-000000000000},,,,,,,,,,-,,,,,,,
2,%%1842,,,,,,,,,-,,,,,,,,C:\Windows\System32\winlogon.exe,24,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,Font Driver Host,,,Advapi  ,2026-04-18 16:59:59.873085+00:00,,,,,S-1-5-96-0-1,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000000000,-,-,0x00000000000003e7,,,,,%%1843,,,,UMFD-1,,S-1-5-18,0x000000000000d8c8,,0x00000000000002a0,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
2,,,,,,,,,,,,,1,,,,,,25,,,,,,,,,,,,,,,,,,,4627,Font Driver Host,,,,2026-04-18 16:59:59.873095+00:00,,,,,S-1-5-96-0-1,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-1,,S-1-5-18,0x000000000000d8c8,,,,,,,,,,"
		%{S-1-16-8192}
		%{S-1-1-0}
		%{S-1-5-32-545}
		%{S-1-5-4}
		%{S-1-2-1}
		%{S-1-5-11}
		%{S-1-5-15}
		%{S-1-5-96-0}",,,,,,,,,,,,,,,,,,,,,,,,,
5,%%1843,,,,,,,,,-,,,,,,,,C:\Windows\System32\services.exe,26,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,NT AUTHORITY,,,Advapi  ,2026-04-18 16:59:59.892378+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000000000,-,-,0x00000000000003e7,,,,,%%1842,,,,SYSTEM,,S-1-5-18,0x00000000000003e7,,0x00000000000002e4,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
5,,,,,,,,,,,,,1,,,,,,27,,,,,,,,,,,,,,,,,,,4627,NT AUTHORITY,,,,2026-04-18 16:59:59.892416+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,SYSTEM,,S-1-5-18,0x00000000000003e7,,,,,,,,,,"
		%{S-1-5-32-544}
		%{S-1-1-0}
		%{S-1-5-11}
		%{S-1-16-16384}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,4672,,,,,2026-04-18 16:59:59.892426+00:00,,,,,,,,SYSTEM,,,,,NT AUTHORITY,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,,,,,,,0x00000000000003e7,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,29,,,C:\Windows\System32\svchost.exe,,,,,,,,,,,,,,,,4688,-,,,,2026-04-18 16:59:59.901142+00:00,,,,,S-1-0-0,0x0000000000000350,,DESKTOP-7CV8A7M$,,,%%1936,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,-,,S-1-5-18,0x0000000000000000,S-1-16-16384,0x00000000000002e4,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\services.exe,,,,,,,,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,,,
,,,,,,,,,,,,,,,,,,,30,,,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,,,,,,,,4688,Font Driver Host,,,,2026-04-18 16:59:59.919329+00:00,,,,,S-1-0-0,0x0000000000000358,,DESKTOP-7CV8A7M$,,,%%1936,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-1,,S-1-5-18,0x000000000000d8c8,S-1-16-4096,0x00000000000002a0,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\winlogon.exe,,,,,,,,"""fontdrvhost.exe""",,,
,,,,,,,,,,,,,,,,,,,31,,,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,,,,,,,,4688,Font Driver Host,,,,2026-04-18 16:59:59.919333+00:00,,,,,S-1-0-0,0x0000000000000360,,DESKTOP-7CV8A7M$,,,%%1936,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,UMFD-0,,S-1-5-18,0x000000000000d8bf,S-1-16-4096,0x0000000000000268,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\wininit.exe,,,,,,,,"""fontdrvhost.exe""",,,
5,%%1843,,,,,,,,,-,,,,,,,,C:\Windows\System32\services.exe,32,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,NT AUTHORITY,,,Advapi  ,2026-04-18 17:00:00.179604+00:00,,,,,S-1-5-20,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000000000,-,-,0x00000000000003e7,,,,,%%1842,,,,NETWORK SERVICE,,S-1-5-18,0x00000000000003e4,,0x00000000000002e4,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
5,,,,,,,,,,,,,1,,,,,,33,,,,,,,,,,,,,,,,,,,4627,NT AUTHORITY,,,,2026-04-18 17:00:00.179615+00:00,,,,,S-1-5-20,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,NETWORK SERVICE,,S-1-5-18,0x00000000000003e4,,,,,,,,,,"
		%{S-1-16-16384}
		%{S-1-1-0}
		%{S-1-5-32-545}
		%{S-1-5-6}
		%{S-1-5-11}
		%{S-1-5-15}
		%{S-1-5-80-521322694-906040134-3864710659-1525148216-3451224162}
		%{S-1-5-80-979556362-403687129-3954533659-2335141334-1547273080}
		%{S-1-2-0}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,4672,,,,,2026-04-18 17:00:00.179623+00:00,,,,,,,,NETWORK SERVICE,,,,,NT AUTHORITY,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege",,,,,,,,,0x00000000000003e4,,,,,,,,,,,S-1-5-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,SeRestorePrivilege,,,,C:\Windows\System32\services.exe,35,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:00:00.180853+00:00,,,,,S-1-0-0,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x00000000000002e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-,,,,C:\Windows\System32\services.exe,36,,,,,,,,,SeRestorePrivilege,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:00:00.215651+00:00,,,,,S-1-0-0,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x00000000000002e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,37,,,C:\Windows\System32\svchost.exe,,,,,,,,,,,,,,,,4688,WORKGROUP,,,,2026-04-18 17:00:00.218191+00:00,,,,,S-1-0-0,0x00000000000003b4,,DESKTOP-7CV8A7M$,,,%%1936,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e4,S-1-16-16384,0x00000000000002e4,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\services.exe,,,,,,,,C:\WINDOWS\system32\svchost.exe -k RPCSS -p,,,
5,%%1843,,,,,,,,,-,,,,,,,,C:\Windows\System32\services.exe,38,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,NT AUTHORITY,,,Advapi  ,2026-04-18 17:00:00.359386+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000000000,-,-,0x00000000000003e7,,,,,%%1842,,,,SYSTEM,,S-1-5-18,0x00000000000003e7,,0x00000000000002e4,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
5,,,,,,,,,,,,,1,,,,,,39,,,,,,,,,,,,,,,,,,,4627,NT AUTHORITY,,,,2026-04-18 17:00:00.359396+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,SYSTEM,,S-1-5-18,0x00000000000003e7,,,,,,,,,,"
		%{S-1-5-32-544}
		%{S-1-1-0}
		%{S-1-5-11}
		%{S-1-16-16384}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,4672,,,,,2026-04-18 17:00:00.359406+00:00,,,,,,,,SYSTEM,,,,,NT AUTHORITY,,,,,"SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege",,,,,,,,,0x00000000000003e7,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,41,,,C:\Windows\System32\svchost.exe,,,,,,,,,,,,,,,,4688,-,,,,2026-04-18 17:00:00.361311+00:00,,,,,S-1-0-0,0x00000000000003ec,,DESKTOP-7CV8A7M$,,,%%1936,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,-,,S-1-5-18,0x0000000000000000,S-1-16-16384,0x00000000000002e4,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\services.exe,,,,,,,,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM,,,
,,,,,,localhost,,,,,,,,,,,,C:\Windows\System32\winlogon.exe,42,,,,,,,,,,,,,,,,{00000000-0000-0000-0000-000000000000},,,4648,Window Manager,localhost,,,2026-04-18 17:00:00.532894+00:00,,,,,,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DWM-1,,S-1-5-18,,,0x00000000000002a0,,,,,,,,,,-,,,,,,{00000000-0000-0000-0000-000000000000},,,,,,,,,,-,,,,,,,
2,%%1842,,,,,,,,,-,,,,,,,,C:\Windows\System32\winlogon.exe,43,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,Window Manager,,,Advapi  ,2026-04-18 17:00:00.532906+00:00,,,,,S-1-5-90-0-1,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x0000000000013610,-,-,0x00000000000003e7,,,,,%%1842,,,,DWM-1,,S-1-5-18,0x00000000000135f5,,0x00000000000002a0,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
2,,,,,,,,,,,,,1,,,,,,44,,,,,,,,,,,,,,,,,,,4627,Window Manager,,,,2026-04-18 17:00:00.532913+00:00,,,,,S-1-5-90-0-1,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DWM-1,,S-1-5-18,0x00000000000135f5,,,,,,,,,,"
		%{S-1-16-16384}
		%{S-1-1-0}
		%{S-1-5-32-545}
		%{S-1-5-4}
		%{S-1-2-1}
		%{S-1-5-11}
		%{S-1-5-15}
		%{S-1-5-19}
		%{S-1-2-0}
		%{S-1-5-90-0}",,,,,,,,,,,,,,,,,,,,,,,,,
2,%%1842,,,,,,,,,-,,,,,,,,C:\Windows\System32\winlogon.exe,45,,,,,,,-,,,,Negotiate,,,,,{00000000-0000-0000-0000-000000000000},-,,4624,Window Manager,,,Advapi  ,2026-04-18 17:00:00.532928+00:00,,,,,S-1-5-90-0-1,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,0x00000000000135f5,-,-,0x00000000000003e7,,,,,%%1843,,,,DWM-1,,S-1-5-18,0x0000000000013610,,0x00000000000002a0,-,,,,0,%%1833,,,,-,,,,,,,,,,,-,,,,,-,,,,,,,
2,,,,,,,,,,,,,1,,,,,,46,,,,,,,,,,,,,,,,,,,4627,Window Manager,,,,2026-04-18 17:00:00.532936+00:00,,,,,S-1-5-90-0-1,,,DESKTOP-7CV8A7M$,1,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DWM-1,,S-1-5-18,0x0000000000013610,,,,,,,,,,"
		%{S-1-16-8192}
		%{S-1-1-0}
		%{S-1-5-32-545}
		%{S-1-5-4}
		%{S-1-2-1}
		%{S-1-5-11}
		%{S-1-5-15}
		%{S-1-5-19}
		%{S-1-2-0}
		%{S-1-5-90-0}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,4672,,,,,2026-04-18 17:00:00.532944+00:00,,,,,,,,DWM-1,,,,,Window Manager,,,,,"SeAssignPrimaryTokenPrivilege
			SeAuditPrivilege
			SeImpersonatePrivilege",,,,,,,,,0x00000000000135f5,,,,,,,,,,,S-1-5-90-0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
