TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.489786+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.489883+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.489899+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.489964+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490004+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490429+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490469+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490545+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490589+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490717+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.490816+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491060+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491116+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491179+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491219+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491249+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.491329+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.492355+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493109+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493200+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493299+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493425+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493488+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493565+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493612+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493690+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493818+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.493891+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494059+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494156+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494259+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494331+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494406+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494482+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494560+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494665+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494732+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494812+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494917+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.494976+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495050+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495117+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495199+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495285+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495613+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495657+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495689+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495720+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495750+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495790+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495800+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495834+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495863+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495892+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495920+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.495953+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496105+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496187+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496210+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496235+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496252+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496271+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496288+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496309+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496334+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496357+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496378+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496418+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496441+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496469+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496531+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.496729+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.497120+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.502966+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.502970+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.505554+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:36.505875+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
-,2026-04-20 18:00:38.515560+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --ram-no-pressure-read-main-dll --metrics-shmem-handle=9772,i,13831606928859619422,11610484680790526431,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=9912 /prefetch:14",
,2026-04-20 18:00:38.616241+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
,2026-04-20 18:00:38.657164+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
-,2026-04-20 18:00:39.595604+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,consent.exe 5700 834 0000023A7F11EC20,
-,2026-04-20 18:00:39.701159+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:0000000000000340;0000000000000314; ,
,2026-04-20 18:00:41.337011+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\consent.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:41.482901+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:41.482904+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:41.483023+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
DESKTOP-A3EGFSV$,2026-04-20 18:00:41.483025+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\svchost.exe
pizza,2026-04-20 18:00:41.490944+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\explorer.exe,"""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ",
pizza,2026-04-20 18:00:42.621284+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},
,2026-04-20 18:00:42.956282+00:00,pizza,5379,,,
,2026-04-20 18:00:42.957821+00:00,pizza,5379,,,
,2026-04-20 18:00:42.957884+00:00,pizza,5379,,,
,2026-04-20 18:00:42.966047+00:00,pizza,5379,,,
,2026-04-20 18:00:42.968554+00:00,pizza,5379,,,
,2026-04-20 18:00:43.278988+00:00,pizza,5379,,,
,2026-04-20 18:00:43.279198+00:00,pizza,5379,,,
,2026-04-20 18:00:43.279421+00:00,pizza,5379,,,
,2026-04-20 18:00:43.279552+00:00,pizza,5379,,,
,2026-04-20 18:00:43.279749+00:00,pizza,5379,,,
,2026-04-20 18:00:43.279879+00:00,pizza,5379,,,
,2026-04-20 18:00:43.280067+00:00,pizza,5379,,,
,2026-04-20 18:00:43.280207+00:00,pizza,5379,,,
,2026-04-20 18:00:43.280495+00:00,pizza,5379,,,
,2026-04-20 18:00:43.280640+00:00,pizza,5379,,,
,2026-04-20 18:00:43.280910+00:00,pizza,5379,,,
,2026-04-20 18:00:43.281015+00:00,pizza,5379,,,
,2026-04-20 18:00:43.281187+00:00,pizza,5379,,,
,2026-04-20 18:00:43.281313+00:00,pizza,5379,,,
,2026-04-20 18:00:43.281603+00:00,pizza,5379,,,
,2026-04-20 18:00:43.281963+00:00,pizza,5379,,,
,2026-04-20 18:00:43.286303+00:00,pizza,5379,,,
,2026-04-20 18:00:43.286461+00:00,pizza,5379,,,
,2026-04-20 18:00:43.286648+00:00,pizza,5379,,,
,2026-04-20 18:00:43.286793+00:00,pizza,5379,,,
,2026-04-20 18:00:43.288519+00:00,pizza,5379,,,
,2026-04-20 18:00:43.288685+00:00,pizza,5379,,,
,2026-04-20 18:00:43.288845+00:00,pizza,5379,,,
,2026-04-20 18:00:43.288963+00:00,pizza,5379,,,
,2026-04-20 18:00:43.289114+00:00,pizza,5379,,,
,2026-04-20 18:00:43.289228+00:00,pizza,5379,,,
,2026-04-20 18:00:43.289383+00:00,pizza,5379,,,
,2026-04-20 18:00:43.289549+00:00,pizza,5379,,,
,2026-04-20 18:00:43.289705+00:00,pizza,5379,,,
,2026-04-20 18:00:43.295448+00:00,pizza,5379,,,
,2026-04-20 18:00:43.295666+00:00,pizza,5379,,,
,2026-04-20 18:00:43.295910+00:00,pizza,5379,,,
,2026-04-20 18:00:43.296026+00:00,pizza,5379,,,
,2026-04-20 18:00:43.296154+00:00,pizza,5379,,,
,2026-04-20 18:00:43.296242+00:00,pizza,5379,,,
,2026-04-20 18:00:43.296459+00:00,pizza,5379,,,
,2026-04-20 18:00:43.296602+00:00,pizza,5379,,,
,2026-04-20 18:00:43.298069+00:00,pizza,5379,,,
,2026-04-20 18:00:43.298256+00:00,pizza,5379,,,
,2026-04-20 18:00:43.298433+00:00,pizza,5379,,,
,2026-04-20 18:00:43.298563+00:00,pizza,5379,,,
,2026-04-20 18:00:43.298704+00:00,pizza,5379,,,
,2026-04-20 18:00:43.299475+00:00,pizza,5379,,,
,2026-04-20 18:00:43.299658+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315140+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315310+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315475+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315613+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315754+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315863+00:00,pizza,5379,,,
,2026-04-20 18:00:43.315996+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316103+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316231+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316345+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316475+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316580+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316784+00:00,pizza,5379,,,
,2026-04-20 18:00:43.316912+00:00,pizza,5379,,,
,2026-04-20 18:00:44.336231+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\ctfmon.exe
pizza,2026-04-20 18:00:46.489214+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\lsass.exe
pizza,2026-04-20 18:00:46.507881+00:00,DESKTOP-A3EGFSV$,4703,,,C:\Windows\System32\lsass.exe
-,2026-04-20 18:00:46.910391+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=7680,i,11631088085670993948,10177857540625755142,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709011612001417 --mojo-platform-channel-handle=6356 /prefetch:14",
,2026-04-20 18:00:46.962021+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
,2026-04-20 18:00:47.832493+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe
pizza,2026-04-20 18:00:50.284983+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},
,2026-04-20 18:00:55.329451+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe
-,2026-04-20 18:00:55.729507+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\appidpolicyconverter.exe""",
-,2026-04-20 18:00:55.736418+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\appidpolicyconverter.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,
,2026-04-20 18:00:55.768642+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\appidpolicyconverter.exe
,2026-04-20 18:00:55.769888+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe
,2026-04-20 18:00:56.167721+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\svchost.exe
pizza,2026-04-20 18:00:57.987263+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},
-,2026-04-20 18:00:59.305363+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=7800,i,12299552150625961655,6910950526685263129,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709012549043266 --mojo-platform-channel-handle=9900 /prefetch:14",
,2026-04-20 18:00:59.371225+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
,2026-04-20 18:00:59.868214+00:00,pizza,4689,,,C:\Windows\System32\RuntimeBroker.exe
,2026-04-20 18:00:59.868246+00:00,pizza,4689,,,C:\Windows\System32\RuntimeBroker.exe
DESKTOP-A3EGFSV$,2026-04-20 18:01:00.668718+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k NetworkService -p,
-,2026-04-20 18:01:00.826262+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc",
