EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,Suspicious,summary
5379,902,,2026-04-01 16:48:00.272470+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,818,0,No,Normal system activity; no specific suspicious details provided.
5379,903,,2026-04-01 16:48:00.272564+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,819,0,No,Normal system activity; no specific suspicious details provided.
5379,904,,2026-04-01 16:48:00.272631+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,820,0,No,Normal system activity; no specific suspicious details provided.
5379,905,,2026-04-01 16:48:00.272718+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,821,0,No,Normal system activity; no specific suspicious details provided.
5379,906,,2026-04-01 16:48:00.272789+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,822,0,No,Normal system activity; no specific suspicious details provided.
5379,907,,2026-04-01 16:48:00.272890+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,823,0,No,Normal system activity; no specific suspicious details provided.
5379,908,,2026-04-01 16:48:00.276800+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,824,0,No,Normal system activity; no specific suspicious details provided.
5379,909,,2026-04-01 16:48:00.287954+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,825,0,No,Normal system activity; no specific suspicious details provided.
5379,910,,2026-04-01 16:48:00.288160+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,826,0,No,Normal system activity; no specific suspicious details provided.
5379,911,,2026-04-01 16:48:00.288267+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,827,0,No,Normal system activity; no specific suspicious details provided.
5379,912,,2026-04-01 16:48:00.288397+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,828,0,No,Normal system activity; no specific suspicious details provided.
5379,913,,2026-04-01 16:48:00.288475+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,829,0,No,Normal system activity; no specific suspicious details provided.
5379,914,,2026-04-01 16:48:00.288578+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,830,0,No,Normal system activity; no specific suspicious details provided.
5379,915,,2026-04-01 16:48:00.288660+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,831,0,No,Normal system activity; no specific suspicious details provided.
5379,916,,2026-04-01 16:48:00.288763+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,832,0,No,Normal system activity; no specific suspicious details provided.
5379,917,,2026-04-01 16:48:00.288830+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,833,0,No,Normal system activity; no specific suspicious details provided.
5379,918,,2026-04-01 16:48:00.288954+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,834,0,No,Normal system activity; no specific suspicious details provided.
5379,919,,2026-04-01 16:48:00.289053+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,835,0,No,Normal system activity; no specific suspicious details provided.
5379,920,,2026-04-01 16:48:00.289177+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,836,0,No,Normal system activity; no specific suspicious details provided.
5379,921,,2026-04-01 16:48:00.289539+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,837,0,No,Normal system activity; no specific suspicious details provided.
5379,922,,2026-04-01 16:48:00.290596+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,838,0,No,Normal system activity; no specific suspicious details provided.
5379,923,,2026-04-01 16:48:00.290642+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,839,0,No,Normal system activity; no specific suspicious details provided.
5379,924,,2026-04-01 16:48:00.657032+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,840,0,No,Normal system activity; no specific suspicious details provided.
5379,925,,2026-04-01 16:48:00.657421+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,841,0,No,Normal system activity; no specific suspicious details provided.
5379,926,,2026-04-01 16:48:00.657610+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,842,0,No,Normal system activity; no specific suspicious details provided.
5379,927,,2026-04-01 16:48:00.657705+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,843,0,No,Normal system activity; no specific suspicious details provided.
5379,928,,2026-04-01 16:48:00.657818+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,844,0,No,Normal system activity; no specific suspicious details provided.
5379,929,,2026-04-01 16:48:00.657902+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,845,0,No,Normal system activity; no specific suspicious details provided.
5379,930,,2026-04-01 16:48:00.658730+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,846,0,No,Normal system activity; no specific suspicious details provided.
5379,931,,2026-04-01 16:48:00.658867+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,847,0,No,Normal system activity; no specific suspicious details provided.
5379,932,,2026-04-01 16:48:00.658987+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,848,0,No,Normal system activity; no specific suspicious details provided.
5379,933,,2026-04-01 16:48:00.659065+00:00,,,,,,,2026-04-01 16:43:51.213001+00:00,Security,,,,pizza,,,,,,849,0,No,Normal system activity; no specific suspicious details provided.
