EventID,RecordNumber,ErrorCode,Timestamp,User,EventName,ProcessId,Reason,Operation,MessageText,ProcessCreationTime,Source,CallerProcessName,AuthenticationPackageName,IpAddress,SubjectUserName,TargetUserName,CommandLine,ProcessName,ParentProcessName,WorkstationName,RowID,Suspicion_Score,summary
4799,7382,,2026-04-08 15:33:51.252634+00:00,,,,,,,,Security,C:\Windows\System32\VSSVC.exe,,,NORMALVM$,Administrators,,,,,8400,0,Normal system activity; VSSVC.exe is a legitimate Windows process.
5379,7442,,2026-04-08 15:33:54.167061+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8461,0,Normal system activity; no specific details provided.
5379,7443,,2026-04-08 15:33:54.167292+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8462,0,Normal system activity; no specific details provided.
5379,7444,,2026-04-08 15:33:54.167480+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8463,0,Normal system activity; no specific details provided.
5379,7445,,2026-04-08 15:33:54.167694+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8464,0,Normal system activity; no specific details provided.
5379,7446,,2026-04-08 15:33:54.167833+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8465,0,Normal system activity; no specific details provided.
5379,7447,,2026-04-08 15:33:54.168015+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8466,0,Normal system activity; no specific details provided.
5379,7448,,2026-04-08 15:33:54.168140+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8467,0,Normal system activity; no specific details provided.
5379,7449,,2026-04-08 15:33:54.168295+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8468,0,Normal system activity; no specific details provided.
5379,7450,,2026-04-08 15:33:54.168409+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8469,0,Normal system activity; no specific details provided.
5379,7451,,2026-04-08 15:33:54.168528+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8470,0,Normal system activity; no specific details provided.
5379,7452,,2026-04-08 15:33:54.168819+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8471,0,Normal system activity; no specific details provided.
5379,7453,,2026-04-08 15:33:54.189116+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8472,0,Normal system activity; no specific details provided.
5379,7454,,2026-04-08 15:33:54.189249+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8473,0,Normal system activity; no specific details provided.
5379,7455,,2026-04-08 15:33:54.189472+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8474,0,Normal system activity; no specific details provided.
5379,7456,,2026-04-08 15:33:54.189575+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8475,0,Normal system activity; no specific details provided.
5379,7457,,2026-04-08 15:33:54.189699+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8476,0,Normal system activity; no specific details provided.
5379,7458,,2026-04-08 15:33:54.189829+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8477,0,Normal system activity; no specific details provided.
5379,7459,,2026-04-08 15:33:54.189980+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8478,0,Normal system activity; no specific details provided.
5379,7460,,2026-04-08 15:33:54.190058+00:00,,,,,,,2026-04-08 15:32:59.918915+00:00,Security,,,,pizza,,,,,,8479,0,Normal system activity; no specific details provided.
