RecordNumber,Timestamp,EventID,EventName,MessageText,User,ErrorCode,Reason,Component,Url
25,2026-04-01 16:18:03.312799+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
26,2026-04-01 16:18:04.371515+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
27,2026-04-01 16:18:04.440718+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
28,2026-04-01 16:18:05.483015+00:00,0,edgeupdate,,,,,,
29,2026-04-01 16:18:05.557135+00:00,1001,Windows Error Reporting,,,,,,
30,2026-04-01 16:18:05.565447+00:00,1001,Windows Error Reporting,,,,,,
31,2026-04-01 16:18:06.380362+00:00,0,edgeupdate,,,,,,
32,2026-04-01 16:18:06.813553+00:00,1001,Windows Error Reporting,,,,,,
33,2026-04-01 16:18:10.132607+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
34,2026-04-01 16:18:10.249475+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
35,2026-04-01 16:18:52.959812+00:00,4109,Microsoft-Windows-CAPI2,,,,,,
36,2026-04-01 16:18:52.959812+00:00,4108,Microsoft-Windows-CAPI2,,,,,,
37,2026-04-01 16:18:52.959812+00:00,4111,Microsoft-Windows-CAPI2,,,,,,
38,2026-04-01 16:18:52.976566+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
39,2026-04-01 16:19:03.825722+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
40,2026-04-01 16:19:03.913687+00:00,903,Microsoft-Windows-Security-SPP,,,,,,
41,2026-04-01 16:19:32.863476+00:00,4113,Microsoft-Windows-CAPI2,,,,,,
42,2026-04-01 16:19:34.915995+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
43,2026-04-01 16:19:41.106510+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
44,2026-04-01 16:19:42.846962+00:00,1001,Windows Error Reporting,,,,,,
45,2026-04-01 16:19:42.933550+00:00,1001,Windows Error Reporting,,,,,,
46,2026-04-01 16:19:42.939671+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
47,2026-04-01 16:19:55.869530+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
48,2026-04-01 16:19:56.140570+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
49,2026-04-01 16:19:56.310253+00:00,1001,Windows Error Reporting,,,,,,
50,2026-04-01 16:19:57.406963+00:00,1,SecurityCenter,,,,,,
51,2026-04-01 16:19:57.435835+00:00,1001,Windows Error Reporting,,,,,,
52,2026-04-01 16:19:59.506359+00:00,16,SecurityCenter,,,,,,
53,2026-04-01 16:19:59.525372+00:00,15,SecurityCenter,,,,,,
54,2026-04-01 16:20:39.460041+00:00,0,edgeupdate,,,,,,
55,2026-04-01 16:21:11.266569+00:00,0,edgeupdate,,,,,,
56,2026-04-01 16:21:28.805496+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
57,2026-04-01 16:22:00.163301+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
58,2026-04-01 16:22:10.712015+00:00,0,edgeupdate,,,,,,
59,2026-04-01 16:22:41.343395+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
60,2026-04-01 16:22:42.943905+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
61,2026-04-01 16:22:51.660219+00:00,1034,Microsoft-Windows-Security-SPP,,,,,,
62,2026-04-01 16:22:51.663242+00:00,1034,Microsoft-Windows-Security-SPP,,,,,,
63,2026-04-01 16:23:24.919819+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
64,2026-04-01 16:23:44.637442+00:00,0,edgeupdate,,,,,,
65,2026-04-01 16:24:01.301516+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
66,2026-04-01 16:24:07.835255+00:00,0,edgeupdate,,,,,,
67,2026-04-01 16:24:37.728781+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
68,2026-04-01 16:25:08.090357+00:00,0,edgeupdate,,,,,,
69,2026-04-01 16:26:07.940380+00:00,0,edgeupdate,,,,,,
70,2026-04-01 16:27:07.869680+00:00,0,edgeupdate,,,,,,
71,2026-04-01 16:28:07.923723+00:00,0,edgeupdate,,,,,,
72,2026-04-01 16:28:11.820980+00:00,1001,Windows Error Reporting,,,,,,
73,2026-04-01 16:29:08.081606+00:00,0,edgeupdate,,,,,,
74,2026-04-01 16:30:07.926476+00:00,0,edgeupdate,,,,,,
75,2026-04-01 16:31:06.594921+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
76,2026-04-01 16:31:09.955158+00:00,0,edgeupdate,,,,,,
77,2026-04-01 16:31:34.304621+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
78,2026-04-01 16:31:34.370090+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
79,2026-04-01 16:31:34.867331+00:00,1532,Microsoft-Windows-User Profiles Service,,,,,,
80,2026-04-01 16:31:54.591215+00:00,4625,Microsoft-Windows-EventSystem,,,,,,
81,2026-04-01 16:31:53.696371+00:00,1531,Microsoft-Windows-User Profiles Service,,,,,,
82,2026-04-01 16:31:55.455351+00:00,6003,Microsoft-Windows-Winlogon,,,,,,
83,2026-04-01 16:31:58.153456+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
84,2026-04-01 16:31:57.459808+00:00,5615,Microsoft-Windows-WMI,,,,,,
85,2026-04-01 16:32:04.768066+00:00,0,edgeupdate,,,,,,
86,2026-04-01 16:32:08.278051+00:00,1003,Microsoft-Windows-Search,,,,,,
87,2026-04-01 16:32:18.496347+00:00,1001,Windows Error Reporting,,,,,,
88,2026-04-01 16:32:18.878799+00:00,1001,Windows Error Reporting,,,,,,
89,2026-04-01 16:32:21.294371+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
90,2026-04-01 16:32:21.595459+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
91,2026-04-01 16:32:58.001629+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
92,2026-04-01 16:32:58.423372+00:00,5617,Microsoft-Windows-WMI,,,,,,
93,2026-04-01 16:33:01.054394+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
94,2026-04-01 16:33:01.780930+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
95,2026-04-01 16:33:07.196976+00:00,0,edgeupdate,,,,,,
96,2026-04-01 16:33:58.830261+00:00,0,edgeupdate,,,,,,
97,2026-04-01 16:33:59.303370+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
98,2026-04-01 16:33:59.343018+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
99,2026-04-01 16:33:59.370682+00:00,1066,Microsoft-Windows-Security-SPP,,,,,,
100,2026-04-01 16:33:59.391781+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
101,2026-04-01 16:33:59.517756+00:00,902,Microsoft-Windows-Security-SPP,,,,,,
102,2026-04-01 16:34:01.100508+00:00,1,SecurityCenter,,,,,,
103,2026-04-01 16:34:02.523701+00:00,0,edgeupdate,,,,,,
104,2026-04-01 16:34:03.120291+00:00,15,SecurityCenter,,,,,,
105,2026-04-01 16:34:29.565136+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
106,2026-04-01 16:34:29.569742+00:00,903,Microsoft-Windows-Security-SPP,,,,,,
107,2026-04-01 16:34:54.868172+00:00,1001,Windows Error Reporting,,,,,,
108,2026-04-01 16:34:54.889849+00:00,1001,Windows Error Reporting,,,,,,
109,2026-04-01 16:35:02.309685+00:00,0,edgeupdate,,,,,,
110,2026-04-01 16:36:02.320648+00:00,0,edgeupdate,,,,,,
111,2026-04-01 16:36:03.841923+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
112,2026-04-01 16:36:33.940302+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
113,2026-04-01 16:37:02.082256+00:00,0,edgeupdate,,,,,,
114,2026-04-01 16:37:07.116201+00:00,1001,Windows Error Reporting,,,,,,
115,2026-04-01 16:38:02.098381+00:00,0,edgeupdate,,,,,,
116,2026-04-01 16:39:02.094675+00:00,0,edgeupdate,,,,,,
117,2026-04-01 16:40:02.077047+00:00,0,edgeupdate,,,,,,
118,2026-04-01 16:41:02.162386+00:00,0,edgeupdate,,,,,,
119,2026-04-01 16:42:02.124294+00:00,0,edgeupdate,,,,,,
120,2026-04-01 16:43:02.424610+00:00,0,edgeupdate,,,,,,
121,2026-04-01 16:43:55.442039+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
122,2026-04-01 16:44:02.375448+00:00,0,edgeupdate,,,,,,
123,2026-04-01 16:44:25.803284+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
124,2026-04-01 16:45:02.557985+00:00,0,edgeupdate,,,,,,
125,2026-04-01 16:46:02.399546+00:00,0,edgeupdate,,,,,,
126,2026-04-01 16:47:02.427088+00:00,0,edgeupdate,,,,,,
127,2026-04-01 16:47:59.200512+00:00,5,Microsoft-Windows-Search-ProfileNotify,,NormalVM\pizza,,,,
128,2026-04-01 16:48:05.843029+00:00,0,edgeupdate,,,,,,
129,2026-04-01 16:49:06.101585+00:00,0,edgeupdate,,,,,,
130,2026-04-01 16:49:30.842255+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
131,2026-04-01 16:49:30.890772+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
132,2026-04-01 16:49:32.165447+00:00,6003,Microsoft-Windows-Winlogon,,,,,,
133,2026-04-01 16:49:34.411791+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
134,2026-04-01 16:49:49.197721+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
135,2026-04-01 16:49:49.665964+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
136,2026-04-01 16:49:49.932964+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
137,2026-04-01 16:49:50.827181+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
138,2026-04-01 16:49:50.846521+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
139,2026-04-01 16:49:51.198141+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
140,2026-04-01 16:49:51.275238+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
141,2026-04-01 16:49:51.288330+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
142,2026-04-01 16:49:51.711084+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
143,2026-04-01 16:49:51.732090+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
144,2026-04-01 16:49:51.781109+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
145,2026-04-01 16:49:51.813271+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
146,2026-04-01 16:49:58.531616+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
147,2026-04-01 16:50:05.902750+00:00,0,edgeupdate,,,,,,
148,2026-04-01 16:50:34.578098+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
149,2026-04-01 16:51:04.236486+00:00,0,edgeupdate,,,,,,
150,2026-04-01 17:17:42.359589+00:00,1531,Microsoft-Windows-User Profiles Service,,,,,,
151,2026-04-01 17:17:48.143843+00:00,5615,Microsoft-Windows-WMI,,,,,,
152,2026-04-01 17:17:51.032452+00:00,6003,Microsoft-Windows-Winlogon,,,,,,
153,2026-04-01 17:17:51.372316+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
154,2026-04-01 17:17:53.265373+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
155,2026-04-01 17:17:53.689659+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
156,2026-04-01 17:17:54.305897+00:00,1066,Microsoft-Windows-Security-SPP,,,,,,
157,2026-04-01 17:17:54.373623+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
158,2026-04-01 17:17:54.613213+00:00,902,Microsoft-Windows-Security-SPP,,,,,,
159,2026-04-01 17:18:01.053923+00:00,16388,Microsoft-Windows-Security-SPP,,,,,,
160,2026-04-01 17:18:08.798828+00:00,1003,Microsoft-Windows-Search,,,,,,
161,2026-04-01 17:18:20.942625+00:00,5611,Microsoft-Windows-WMI,,,,,,
162,2026-04-01 17:18:23.226330+00:00,5617,Microsoft-Windows-WMI,,,,,,
163,2026-04-01 17:18:24.812721+00:00,1,Microsoft-Windows-Search-ProfileNotify,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,
164,2026-04-01 17:18:24.998314+00:00,1,Microsoft-Windows-Search-ProfileNotify,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,
165,2026-04-01 17:18:31.228558+00:00,8230,Microsoft-Windows-Security-SPP,,,,,,
166,2026-04-01 17:18:33.595781+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
167,2026-04-01 17:18:33.617966+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
168,2026-04-01 17:18:33.647331+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
169,2026-04-01 17:18:33.663181+00:00,8198,Microsoft-Windows-Security-SPP,,,,,,
170,2026-04-01 17:18:46.482775+00:00,1001,Windows Error Reporting,,,,,,
171,2026-04-01 17:18:58.583103+00:00,1001,Windows Error Reporting,,,,,,
172,2026-04-01 17:19:14.879072+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
173,2026-04-01 17:19:16.109520+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
174,2026-04-01 17:19:32.237917+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
175,2026-04-01 17:20:00.130701+00:00,0,edgeupdate,,,,,,
176,2026-04-01 17:20:02.702288+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
177,2026-04-01 17:20:03.095547+00:00,903,Microsoft-Windows-Security-SPP,,,,,,
178,2026-04-01 17:20:09.515802+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
179,2026-04-01 17:20:16.491661+00:00,1,SecurityCenter,,,,,,
180,2026-04-01 17:20:18.529097+00:00,15,SecurityCenter,,,,,,
181,2026-04-01 17:20:44.157875+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
182,2026-04-01 17:21:27.302151+00:00,256,Edge,,,,,,
183,2026-04-01 17:22:26.270248+00:00,15,SecurityCenter,,,,,,
184,2026-04-01 17:22:26.355322+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
185,2026-04-01 17:23:37.005581+00:00,1001,Windows Error Reporting,,,,,,
186,2026-04-01 17:23:45.150333+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
187,2026-04-01 17:23:45.371904+00:00,1034,Microsoft-Windows-Security-SPP,,,,,,
188,2026-04-01 17:23:45.374750+00:00,1034,Microsoft-Windows-Security-SPP,,,,,,
189,2026-04-01 17:24:15.445995+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
190,2026-04-01 17:25:46.774721+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
191,2026-04-01 17:26:21.812149+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
192,2026-04-01 17:26:38.066153+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
193,2026-04-01 17:26:38.066502+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
194,2026-04-01 17:26:41.866581+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
195,2026-04-01 17:26:41.866838+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
196,2026-04-01 17:26:43.095562+00:00,1001,Windows Error Reporting,,,,,,
197,2026-04-01 17:26:43.105833+00:00,1001,Windows Error Reporting,,,,,,
198,2026-04-01 17:26:51.570543+00:00,1001,Windows Error Reporting,,,,,,
199,2026-04-01 17:27:04.549025+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
200,2026-04-01 17:27:06.591087+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
201,2026-04-01 17:27:07.267185+00:00,1001,Windows Error Reporting,,,,,,
202,2026-04-01 17:27:08.653820+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
203,2026-04-01 17:27:08.654034+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
204,2026-04-01 17:31:12.488871+00:00,8224,VSS,,,,,,
205,2026-04-01 19:47:40.793285+00:00,1531,Microsoft-Windows-User Profiles Service,,,,,,
206,2026-04-01 19:47:46.492733+00:00,5615,Microsoft-Windows-WMI,,,,,,
207,2026-04-01 19:47:54.166756+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
208,2026-04-01 19:47:54.558668+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
209,2026-04-01 19:47:54.642843+00:00,1066,Microsoft-Windows-Security-SPP,,,,,,
210,2026-04-01 19:47:54.681662+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
211,2026-04-01 19:47:54.741579+00:00,902,Microsoft-Windows-Security-SPP,,,,,,
212,2026-04-01 19:47:56.392651+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
213,2026-04-01 19:47:56.412497+00:00,8198,Microsoft-Windows-Security-SPP,,,,,,
214,2026-04-01 19:47:56.936216+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
215,2026-04-01 19:47:57.156616+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
216,2026-04-01 19:48:26.152664+00:00,6003,Microsoft-Windows-Winlogon,,,,,,
217,2026-04-01 19:48:26.475409+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
218,2026-04-01 19:48:26.947779+00:00,903,Microsoft-Windows-Security-SPP,,,,,,
219,2026-04-01 19:48:27.209787+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
220,2026-04-01 19:48:44.992878+00:00,1003,Microsoft-Windows-Search,,,,,,
221,2026-04-01 19:48:47.506981+00:00,5611,Microsoft-Windows-WMI,,,,,,
222,2026-04-01 19:48:48.594776+00:00,5617,Microsoft-Windows-WMI,,,,,,
223,2026-04-01 19:48:53.313255+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
224,2026-04-01 19:48:54.386120+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
225,2026-04-01 19:48:54.421246+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
226,2026-04-01 19:48:54.432541+00:00,8198,Microsoft-Windows-Security-SPP,,,,,,
227,2026-04-01 19:49:33.428926+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
228,2026-04-01 19:49:34.536402+00:00,23,Microsoft-Windows-AppModel-State,,,,,,
229,2026-04-01 19:49:34.969862+00:00,24,Microsoft-Windows-AppModel-State,,,,,,
230,2026-04-01 19:49:44.549240+00:00,256,Edge,,,,,,
231,2026-04-01 19:49:49.623283+00:00,0,edgeupdate,,,,,,
232,2026-04-01 19:49:50.079300+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
233,2026-04-01 19:49:50.127777+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
234,2026-04-01 19:49:54.151957+00:00,1,SecurityCenter,,,,,,
235,2026-04-01 19:49:56.185740+00:00,15,SecurityCenter,,,,,,
236,2026-04-01 19:50:46.163752+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
237,2026-04-01 19:52:31.375301+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
238,2026-04-01 19:53:01.637535+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
239,2026-04-01 19:54:12.452053+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
240,2026-04-01 19:54:16.131775+00:00,1040,MsiInstaller,,,,,,
241,2026-04-01 19:54:17.016907+00:00,4096,VBScriptDeprecationAlert,,,,,,
242,2026-04-01 19:54:18.151669+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
243,2026-04-01 19:54:19.527300+00:00,4096,VBScriptDeprecationAlert,,,,,,
244,2026-04-01 19:54:24.846523+00:00,11707,MsiInstaller,,,,,,
245,2026-04-01 19:54:24.846811+00:00,1033,MsiInstaller,,,,,,
246,2026-04-01 19:54:24.878517+00:00,1042,MsiInstaller,,,,,,
247,2026-04-01 19:54:31.454672+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
248,2026-04-01 20:00:10.659119+00:00,15,SecurityCenter,,,,,,
249,2026-04-01 20:00:31.221907+00:00,15,SecurityCenter,,,,,,
250,2026-04-01 20:00:33.315802+00:00,15,SecurityCenter,,,,,,
251,2026-04-01 20:00:35.363083+00:00,15,SecurityCenter,,,,,,
252,2026-04-01 20:00:37.429081+00:00,15,SecurityCenter,,,,,,
253,2026-04-01 20:00:39.476053+00:00,15,SecurityCenter,,,,,,
254,2026-04-01 20:02:49.418850+00:00,1001,Windows Error Reporting,,,,,,
255,2026-04-01 20:03:29.881107+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
256,2026-04-01 20:04:02.935602+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
257,2026-04-01 20:05:31.108448+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
258,2026-04-01 20:11:04.441940+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
259,2026-04-01 20:11:08.912060+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
260,2026-04-01 20:13:05.377163+00:00,1001,Windows Error Reporting,,,,,,
261,2026-04-01 20:15:32.492987+00:00,15,SecurityCenter,,,,,,
262,2026-04-01 20:26:02.378437+00:00,1531,Microsoft-Windows-User Profiles Service,,,,,,
263,2026-04-01 20:26:07.841114+00:00,5615,Microsoft-Windows-WMI,,,,,,
264,2026-04-01 20:26:10.734003+00:00,6003,Microsoft-Windows-Winlogon,,,,,,
265,2026-04-01 20:26:11.828346+00:00,6000,Microsoft-Windows-Winlogon,,,,,,
266,2026-04-01 20:26:14.141916+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
267,2026-04-01 20:26:14.435131+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
268,2026-04-01 20:26:14.566130+00:00,1066,Microsoft-Windows-Security-SPP,,,,,,
269,2026-04-01 20:26:14.591511+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
270,2026-04-01 20:26:14.730488+00:00,902,Microsoft-Windows-Security-SPP,,,,,,
271,2026-04-01 20:26:18.133055+00:00,5611,Microsoft-Windows-WMI,,,,,,
272,2026-04-01 20:26:19.588100+00:00,5617,Microsoft-Windows-WMI,,,,,,
273,2026-04-01 20:26:31.404470+00:00,1003,Microsoft-Windows-Search,,,,,,
274,2026-04-01 20:26:32.052227+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
275,2026-04-01 20:26:32.188034+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
276,2026-04-01 20:26:32.558357+00:00,8198,Microsoft-Windows-Security-SPP,,,,,,
277,2026-04-01 20:27:12.129374+00:00,256,Edge,,,,,,
278,2026-04-01 20:27:26.669024+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
279,2026-04-01 20:27:26.814154+00:00,903,Microsoft-Windows-Security-SPP,,,,,,
280,2026-04-01 20:28:24.840729+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
281,2026-04-01 20:28:25.344164+00:00,0,edgeupdate,,,,,,
282,2026-04-01 20:28:26.170071+00:00,900,Microsoft-Windows-Security-SPP,,,,,,
283,2026-04-01 20:28:26.220045+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
